OBJECTID,ACREAGE,LU_2030,Shape_Length,Shape_Area
184,25.098309120000000,CG,5728.615341983979306,1093277.753197648795322
185,118.125995489999994,CG,9674.897008444762832,5145547.781105350703001
186,4.230352860000000,CG,2079.970872274292105,184273.433401957532624
187,51.234205119999999,CG,7227.510032599173428,2231753.048131735064089
188,21.656569240000000,CG,4936.037498991468055,943356.382714610663243
189,26.889555250000001,CG,6093.008386239483116,1171304.341603474225849
190,1.824451370000000,CG,1581.439342758219709,79472.783738992307917
191,25737.070921760001511,OS,675651.750547397299670,1121102324.929408788681030
192,111.464809549999998,OS,77940.701470761516248,4855387.682323475368321
193,7.806878140000000,OS,5715.573437899856799,340066.251702370413113
194,126.132180190000000,OS,10565.555254131979382,5494295.791849713772535
195,52.677483189999997,OS,36980.871503731927078,2294621.989170581102371
196,0.019276990000000,OS,231.048087495791663,839.702275144497207
197,0.405303230000000,OS,2056.150360174031903,17654.938118603706243
198,2.265431930000000,OS,4496.966615358412128,98681.819952036428731
199,1.308592930000000,OS,3616.151871649772602,57002.080221871605318
200,58.000959199999997,OS,40723.112421863443160,2526511.676722199656069
201,114.707528179999997,OS,11687.114583361544646,4996639.940679168328643
202,35.223408970000001,OS,4952.677822603753157,1534325.557473062770441
203,124.273320600000005,OS,96335.643565110731288,5413324.192001548595726
204,3.952271920000000,OS,1806.230296198963742,172160.276300291734515
205,6.379943000000000,OS,3137.533173846077261,277909.205395395343658
206,0.002693520000000,OS,43.773913583350932,117.329193588016224
207,809.771625530000051,OS,227302.718030391930370,35273487.570524707436562
208,0.272114180000000,OS,889.739540979871663,11853.246139931181460
209,2.527457420000000,OS,6454.554308526497152,110095.604825141548645
210,159.583853519999991,OS,119819.296043783178902,6951444.853542128577828
211,1046.499423160000106,OS,121127.689646998464013,45585332.530929751694202
212,1.910729430000000,OS,6771.690991792826026,83231.040856145162252
213,1.801425200000000,OS,3531.073868363269867,78469.767975291280891
214,25.870471609999999,OS,9013.792118863122596,1126913.235759145813063
215,52.361917609999999,OS,13247.939481285506190,2280876.007710822857916
216,4.223687410000000,OS,1734.033547952118852,183983.087435848487075
217,5.717489570000000,OS,5763.492935938377741,249057.724999919271795
218,3.233143040000000,OS,5750.297870082743430,140839.371243142202729
219,2.015147540000000,OS,3178.526775854636526,87779.475644991296576
220,2.402314160000000,OS,1296.119600099384115,104644.386313309805701
221,5415.337733659999685,OS,139986.550166696135420,235891168.110773056745529
222,1.052889380000000,OS,2179.939355824874838,45863.677930832825950
223,6.060367470000000,OS,3185.587536121695848,263990.635003041068558
224,1.155822630000000,OS,1904.265085993670937,50347.432403473976592
225,0.570618120000000,OS,780.220854330545535,24856.025763578840269
226,0.003174940000000,OS,84.493213054206080,138.299996647937178
227,1.937379890000000,OS,1619.596596660549949,84391.930264903887291
228,0.290875420000000,OS,1458.433100688738023,12670.482483102894548
229,7.629850440000000,OS,10035.273255626945684,332354.955888731055893
230,11.907663760000000,OS,2932.482117415494486,518695.758450137043837
231,1.365978770000000,OS,5374.429265012273390,59501.797381279218826
232,5.505806440000000,OS,10475.764602766943426,239831.969378287612926
233,10.681678690000000,OS,4453.471555046377034,465292.062457548221573
234,6.895252660000000,OS,4291.598503479706778,300356.004438110627234
235,16.793801580000000,OS,11232.674376115734049,731535.070664121769369
236,419.838011580000000,OS,18008.646044678243925,18288070.631744962185621
237,3.111411780000000,OS,3020.597947190005925,135532.554870092193596
238,207.272306179999987,OS,12444.479167581393995,9028745.542086342349648
239,169.497885819999993,OS,11004.300416714184394,7383298.373247371055186
240,8330.201830609999888,OS,111042.607458710059291,362862593.174081742763519
241,51.756122910000002,OS,9349.273027924406051,2254487.696151202078909
242,1.587060100000000,OS,3326.645836026958477,69132.061333716817899
243,0.881671330000000,OS,3998.569291484581754,38405.449298766754509
244,0.003822960000000,OS,140.960883160703276,166.527521115727239
245,1.953713160000000,OS,2317.650518591883610,85103.405027649176191
246,27.091893290000002,OS,5931.714139044714102,1180118.151232153875753
247,113.389114000000006,OS,34231.743237431088346,4939210.049094446934760
248,21.740992330000001,OS,4620.629670580321545,947033.837535238242708
249,624.074415199999976,OS,185350.048065239505377,27184572.787696689367294
250,639.750863109999955,OS,21169.870325801755826,27867436.127097293734550
251,8450.536901830000716,OS,112308.408735275850631,368103915.023527860641479
252,33.225581589999997,OS,6730.918628100365822,1447300.544896560721099
253,268.299670939999999,PR,50117.857762134190125,11687086.917800595983863
254,35.778717880000002,PR,8937.714970977576741,1558514.716627526562661
255,171.999314599999991,PR,37595.211490194698854,7492260.174663462676108
256,14.009126070000001,PR,3125.252417131817765,610235.090862251119688
257,100.912275850000000,PR,15875.962133711505885,4395721.153178896754980
258,13.672898119999999,PR,5318.158844648030936,595589.059753659530543
259,1.554965260000000,PR,1107.995036355898719,67734.015837949118577
260,14.717985830000000,PR,3311.111963345544154,641112.898452575667761
261,10.231648090000000,PR,2779.947827084227356,445688.808180604130030
262,289.865451940000014,PR,19659.464084273749904,12626488.580629780888557
263,2.303159830000000,PR,1951.085555178919549,100325.240928418934345
264,1.712946460000000,PR,1217.372253072952844,74615.649415657171630
265,0.910395230000000,PR,810.452020440184697,39656.657599915881292
266,0.458020870000000,PR,565.555814070030806,19951.309286495732522
267,0.420174320000000,PQ,620.253453548105199,18302.720293618680444
268,9.459698080000001,PQ,5785.343679570119093,412062.800026752171107
269,4.111793580000000,PQ,1855.316161658605779,179109.011817294987850
270,14.941096490000000,PQ,3289.418243061446901,650831.559824859956279
271,2904.282758819999799,PQ,61990.727417604161019,126510050.932348549365997
272,5.252327000000000,PQ,2178.145178676173146,228790.448848641739460
273,14.471017200000000,PQ,4757.530762672397032,630354.987662436440587
274,1590.957779070000015,PQ,53287.709307206663652,69301843.647964805364609
275,1.996315580000000,PQ,1179.561610765293381,86959.158710708594299
276,642.235992239999973,PQ,21150.003880953750922,27975687.918843794614077
277,0.611378230000000,PQ,871.133732803487192,26631.529011631682806
278,500.094368110000005,PQ,21697.819515355135081,21784023.538376342505217
279,1501.448797430000013,PQ,35409.519362747996638,65402848.003752291202545
280,15.860975939999999,PQ,4388.604130356730820,690981.803251828299835
281,8.047853520000000,PQ,2370.536929430130385,350563.097193089604843
282,5.146467020000000,PQ,2119.020454383248762,224179.206836229481269
283,0.262093860000000,PQ,557.475543782427962,11416.762936738226927
284,3.807929760000000,PQ,1670.739924102795612,165872.757036958559183
285,0.714230130000000,PQ,711.416173056598041,31111.739820046997920
286,0.278923160000000,PQ,442.497290596788218,12149.844319564710531
287,85.571608549999993,PQ,13024.373148027136267,3727484.358567520044744
288,1.824353880000000,PQ,1130.267651546927027,79468.537100672227098
289,16.827888529999999,PQ,4443.023442701181011,733019.892201525508426
290,0.402316820000000,PQ,532.081524197085628,17524.850471452347847
291,17.051786669999998,PQ,3558.259790691924991,742772.856449471088126
292,3.103241960000000,PQ,1471.664805630236060,135176.679075820022263
293,14.510043220000000,PQ,3588.441881372630633,632054.954546034918167
294,0.029266390000000,PQ,200.000410974751560,1274.838649099573786
295,1.655539940000000,PQ,1145.041282923850986,72115.031400100851897
296,24.154648949999999,PQ,4533.563286115084338,1052172.299754989100620
297,98.461099860000004,PQ,16234.216309890036428,4288928.121701573953032
298,0.087818750000000,PQ,248.415145310589537,3825.369320866888756
299,12.292243950000000,PQ,3411.440607042622560,535448.004559308290482
300,1.067546370000000,PQ,1130.042702867066737,46502.133663693712151
301,11.177347050000000,PQ,2898.589649200834174,486883.289975681342185
302,4.638208730000000,PQ,2219.666049510016819,202039.564047026447952
303,1.345385000000000,PQ,1009.068942250239957,58604.735973654307600
304,3.142229720000000,PQ,1783.279933972629124,136874.978908346936805
305,0.946965920000000,PQ,838.344146830530235,41249.670310538975173
306,4.878777860000000,PQ,1916.867170707007745,212518.713587389938766
307,7.857887230000000,PQ,2336.072250282712503,342288.198564409860410
308,50.842268079999997,PQ,8109.218947396767362,2214680.338988488540053
309,6.508062010000000,PQ,2295.644699018428128,283490.047089886909816
310,1.409152760000000,PQ,1120.808709208945857,61382.448833607544657
311,0.585683640000000,PQ,723.794317617030970,25512.277151928505191
312,0.527106520000000,PQ,616.243366580376119,22960.668154498904187
313,1.995764950000000,PQ,1179.572557863455813,86935.173606039854349
314,0.169116140000000,PQ,344.118139337486639,7366.669767284322006
315,11.498487340000001,PQ,3524.061563877132812,500872.105147598544136
316,0.904255760000000,PQ,884.767435170114595,39389.223318671341985
317,0.195429450000000,PQ,474.205189243016036,8512.872830284759402
318,0.726704250000000,PQ,1053.207249313810280,31655.110329654049565
319,0.330578820000000,PQ,479.999189168434725,14399.955592637345035
320,0.168897960000000,PQ,397.142285088433823,7357.165698804592466
321,0.430730990000000,PQ,715.182561701669329,18762.566722624986141
322,2.683968350000000,PQ,1590.327054926164465,116913.193727247868082
323,0.447642510000000,PQ,559.988136656540860,19499.229526692775835
324,0.562780420000000,PQ,627.044442403725611,24514.617099442337349
325,1.011164200000000,PQ,854.073716716260606,44046.136531277661561
326,10.823063810000001,PQ,3296.810715712901583,471450.773763378267176
327,41.418590739999999,PQ,5957.110917621693261,1804186.596031890483573
328,10.914056340000000,PQ,3277.371217489618175,475414.392337444180157
329,7.732315180000000,PQ,3084.705282802304737,336818.301769470504951
330,0.964619000000000,PQ,819.367450189413034,42018.635413335046906
331,3.265145290000000,PQ,1552.553362083933052,142229.159959964512382
332,0.282421850000000,PQ,493.498973693634923,12302.246637840704352
333,1.324212980000000,PQ,1081.910453152147966,57682.486693026126886
334,0.446610920000000,PQ,579.644886017036129,19454.294066819304135
335,0.219777040000000,PQ,392.051962273984145,9573.449745173249539
337,0.313641540000000,PQ,505.482971291444585,13662.170699868100201
338,7.294215430000000,PQ,2493.472547827226663,317734.753066921024583
339,44.484301790000004,RM,5968.646142072725524,1937728.435127296485007
340,35.209553659999997,RM,6739.822390756537061,1533722.022461954038590
341,17.421218809999999,RM,6096.168964093949398,758865.255855641560629
342,18.163553230000002,RM,3622.069946297342540,791201.213992403121665
343,17.984089619999999,RM,3684.291787285859300,783383.810344184865244
344,16.887497379999999,RM,3818.238763805585222,735616.443429801613092
345,15.597177210000000,RM,3778.154282645751209,679410.321553037501872
346,13.454231390000000,RM,3338.489370038966626,586063.974934741971083
347,5.464882350000000,RM,2228.545080146509918,238049.322851158649428
348,3.814162040000000,RM,1748.401132680080991,166144.233867538685445
349,3.538082970000000,RM,1795.539607242173815,154118.277755956863984
350,3.229271530000000,RM,1799.882068156049854,140666.505082758347271
351,3.189456410000000,RM,1466.836273569083232,138932.165495503169950
352,2.572159530000000,RM,2024.099368619668439,112042.820928914268734
353,2.093163150000000,RM,1478.621026417978328,91177.822116353505407
354,2.058621740000000,RM,1310.596064427413694,89673.204102317613433
355,1.735353780000000,RM,1159.189471498674720,75591.708478098196792
356,1.290582610000000,RM,1299.783808629554414,56217.553527715397649
357,1.209932270000000,RM,1113.067526606885167,52704.438974780059652
358,0.929794400000000,RM,891.665698309936147,40501.682112588045129
359,0.669772070000000,RM,833.230962591428693,29175.154479640026693
360,0.469646500000000,RM,574.749271122094797,20457.719639415518031
361,0.462354950000000,RM,596.572890812241781,20140.100999662321556
362,0.433903730000000,RM,579.724443442649658,18900.770782857191080
363,0.433296330000000,RM,605.895981021100397,18874.312628989824589
364,0.222704540000000,RM,487.934071021608133,9700.971009937404233
365,0.216232380000000,RM,472.361636310085260,9419.044642846083661
366,0.215661160000000,RM,477.677057864041899,9394.162567915673208
367,0.214127110000000,RM,474.813553940930262,9327.339734145474722
368,0.212255100000000,RM,399.646664139255847,9245.794990890284680
369,0.206731110000000,RM,469.263145688800705,9005.171313123461005
370,0.206200770000000,RM,468.310892430477224,8982.069779223142177
371,0.173333170000000,RM,453.899644037928056,7550.362837520323410
372,0.000214970000000,RM,311.101145480469199,9.363895211206120
373,0.000032850000000,RM,194.636867482888135,1.430849456068074
374,5.363284200000000,AG,2280.853442673893369,233623.725355544796912
375,73.808451629999993,AG,8561.277986655033601,3215083.292540576774627
376,0.016117540000000,AG,94.025261194929527,702.077071105180380
377,6.486061930000000,AG,2524.651504265582389,282531.727335519390181
378,35.973546769999999,AG,7036.054229700090218,1567001.429294573608786
379,0.016075170000000,AG,93.901654136800090,700.231530132570811
380,0.016072020000000,AG,93.897404332728229,700.094240600757416
381,0.016076010000000,AG,93.904119538820424,700.268062172994746
382,0.016074930000000,AG,93.900891373078494,700.221003419515682
383,0.016075470000000,AG,93.902542239958080,700.244636055149044
384,0.016075430000000,AG,93.902407740940063,700.243045780729744
385,0.016071730000000,AG,93.896564716334339,700.081744927550858
386,0.016075040000000,AG,93.901250888585537,700.225928214067721
387,0.016075650000000,AG,93.903005034369613,700.252593386718672
388,0.016074950000000,AG,93.901009012238305,700.222222024242001
389,0.016071900000000,AG,93.897058371266013,700.089065322006036
390,0.016075220000000,AG,93.901742054609215,700.233869945336210
391,38.229011040000003,AG,5163.335585275805897,1665249.060102795949206
392,23.415742059999999,AG,5713.290506585229195,1019985.644227322191000
393,0.971570800000000,AG,1350.618347052038416,42321.454588097127271
394,0.093940610000000,AG,525.013764127743684,4092.036449812367664
395,1.622549680000000,AG,1711.119053278558340,70677.981437261521933
396,0.269704270000000,AG,925.029047397907220,11748.270872244234852
397,2.796852230000000,AG,1707.099323434903454,121830.395960102949175
398,0.016160620000000,AG,94.150844504651246,703.953999327620636
399,112.174334950000002,AG,9726.275593934858989,4886294.485178588889539
400,0.023998080000000,AG,127.758880311280848,1045.352007692079724
401,0.535662390000000,AG,931.570791937032936,23333.360417643947585
402,0.000000680000000,AG,3.776860704805995,0.029432769683547
403,0.000001970000000,AG,3.904364256103934,0.085720525426459
404,18.668538680000001,AG,4178.330660300974159,813198.292000940768048
405,0.000000210000000,AG,2.759541121729897,0.009157898182099
406,5244.411988720000409,AG,150289.879861338558840,228445672.443067312240601
407,0.000049030000000,AG,242.145267379313651,2.135941894003809
408,0.000018430000000,AG,138.695297535670164,0.802856238883811
409,0.000005430000000,AG,99.601566836324224,0.236395875956002
410,0.000393530000000,AG,46.929859699804666,17.141914428677325
411,18.445530120000001,AG,5014.813573187301699,803484.077988451113924
412,691.403657299999963,AG,35372.678921879873087,30117422.842053845524788
413,0.000020720000000,AG,215.316154987152032,0.902763186185159
414,376970.458781170018483,AG,2937507.581466118339449,16419023264.001110076904297
415,16.190599679999998,RR,3757.883558266534692,705259.701119443518110
416,7.347133760000000,RR,2451.700981848962783,320039.866591723170131
417,7.244202720000000,RR,2818.825010410635059,315556.208331471483689
418,9.546093819999999,RL,3486.555848547982805,415826.183365475386381
419,0.127824210000000,RL,298.646492334244840,5568.000224556141802
420,109.481344419999999,RL,14875.896785815286421,4768988.287094928324223
421,9.599779010000001,RL,2877.434671525010344,418164.701150147244334
422,88.237315960000004,RL,9007.204062922484809,3843611.932398404926062
423,21.201167470000001,RL,5659.124913739659860,923519.161037171841599
424,36.741700920000000,RR,6844.740506572533377,1600462.090221904683858
425,6.780475090000000,RR,2604.869419252352600,295356.313704515807331
426,25.851575380000000,RL,6520.523282738076887,1126090.118963579647243
427,137.208451889999992,RL,33448.659369944864011,5976776.257289409637451
428,48.619609570000001,RL,7185.774218775043664,2117861.721203129272908
429,44.014392760000000,RL,6410.789763618780853,1917259.279633746249601
430,64.999523170000003,RL,10009.360667276512686,2831367.903993369080126
431,16.333615540000000,RL,5869.539987930533243,711489.446771980263293
432,27.602843180000001,RL,8422.921808412393148,1202375.039192935684696
433,22.395759800000000,RL,5960.258058003290898,975555.394622072693892
434,47.982174690000001,RL,9289.164973506782189,2090095.168974914588034
435,39.245811009999997,RL,10531.318892074737960,1709540.689428294776008
436,43.242657870000002,RR,9842.966699842081653,1883644.528043734841049
437,10.788921990000000,RR,3072.058302936001382,469963.562063837423921
438,37.493050380000000,RL,6906.542329354919275,1633190.741620291024446
439,1.148586310000000,RL,921.827130147832918,50032.219422004345688
440,0.416830400000000,RL,591.566773081892620,18157.059519736947550
441,9.408295069999999,RL,2634.090808523706528,409823.693973984860349
442,0.552946060000000,RL,638.212112805553147,24086.234010090927768
443,6.130035510000000,RR,2392.980123527794603,267023.278637009207159
444,59.259293319999998,RL,12938.851646730665379,2581324.491706483066082
445,16.460074070000001,RL,4203.019224020867114,717014.261226639733650
446,1.875193710000000,RL,1256.120454899344395,81683.111483098604367
447,10.175166930000000,RR,3354.223567272639684,443228.498378582648002
448,173.120130149999994,RL,25233.274344265788386,7541071.740131851285696
449,30.585061970000002,RL,11163.765814031849004,1332279.970215117093176
450,84.295447629999998,RL,15047.136863462728797,3671895.011081254575402
451,66.909700180000002,RR,7888.282144115179108,2914574.881664376240224
452,28.865145779999999,RL,6942.162301893033145,1257360.720773532055318
453,115.771550919999996,RL,21325.037359866852057,5042988.586038314737380
454,60.075268240000000,RL,9160.949120437517195,2616868.216847774107009
455,9.124459490000000,RL,3258.571770113297134,397459.865737295243889
456,26.762187000000001,RL,4787.655692649468619,1165756.202483986038715
457,35.460899290000000,RL,9400.622273343007691,1544670.594176995335147
458,7.297607740000000,RR,2876.014279928484029,317882.521759561670478
459,3.105505300000000,RR,1502.084468671257127,135275.269722213590285
460,382.380282529999988,RR,18902.566214099897479,16656418.481194645166397
461,1075.117409440000074,RR,46605.659314115735469,46831927.026965998113155
462,131.243422850000002,RR,9626.551662881987795,5716940.631347226910293
463,72.436132869999994,RR,7409.031926633009789,3155305.326405473519117
464,12.821791749999999,RR,3103.518275455639923,558515.014353406731971
465,20.201082159999999,AG,3964.746897303361493,879955.619138760725036
466,2.763986510000000,AG,1571.837108550158746,120398.770986124072806
467,15.807548290000000,AG,5821.155192539591553,688574.049375069676898
468,1.169096550000000,AG,959.883105577278002,50925.642170382248878
469,6.091515960000000,AG,2357.791658921865746,265345.373663777892943
470,2.133549070000000,AG,1223.903907145187532,92937.025771925968002
471,1.244860290000000,AG,938.054833358061387,54225.897144804825075
472,1.504417020000000,AG,1041.653776694995258,65532.143202698345704
473,10.060067470000000,AG,3453.489801702542991,438214.786198468122166
474,7.597533830000000,AG,2605.804273919205571,330947.249910826212727
475,1.422866600000000,AG,1036.463900538230746,61979.821040579336113
476,4.315383990000000,AG,2241.738091304436239,187977.374907939636614
477,4.509471640000000,AG,2048.601043299381217,196431.798822928511072
478,4.570543870000000,AG,2321.566978859537357,199092.094448514748365
479,3.431807590000000,AG,1546.748795035052353,149488.940618179156445
480,219.789758400000011,CG,15468.771109204146342,9574003.579785991460085
481,12.104395830000000,CG,3161.953867982470456,527265.373350854380988
482,85.627422460000005,IN,8509.743516975308012,3729915.602615821175277
483,2.115948210000000,IN,1383.354874140972697,92170.335372425834066
484,75.867713820000006,IN,7698.332698233372867,3304784.394772808998823
485,16.145262370000001,CL,5168.464919023605034,703284.815772596863098
486,3.700782630000000,CL,1829.389414304124330,161205.446459568018327
487,2.548974370000000,RL,1788.162430523128478,111032.879334482393460
488,30.832182950000000,RR,5361.801284572959958,1343044.517174786655232
489,4.124856610000000,IN,1917.351076599347607,179678.035336291766725
490,3.816061690000000,CL,1789.076153199330975,166225.096632774308091
491,1.926166060000000,CL,1184.814618146089970,83903.457903959453688
492,93.808352859999999,IN,4132.521827916855727,241302.305319020990282
