shape_id,route_id,agency_id,route_shor,route_long,route_desc,route_type,route_color,route_text,route_ty_1
daa4a6c5-6c77-4dc4-89f6-4c20c59c2c6e,240,d139e461-175c-4156-beb0-e6a23b64d978,240,ROUTE 240,WEST SACRAMENTO SHUTTLE - 240,3,6F308E,000000,Bus
