shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
47e2e6a3-f70d-467d-a993-5cbd5b93b78e,38.57700079,-121.5258702,97,21213.96
cc19e021-e809-41f6-b4ce-1d90add87a38,38.57493503,-121.4973605,180,28601.26
57bce3af-8193-4fbc-9976-3db4b6cd4d9e,38.56250206,-121.7313647,140,25943.61
0a81a25b-f600-4a98-8fbe-3b8604f99f55,38.54975716,-121.5398537,43,5932.79
2edb9e1f-1266-4edf-8c37-f380305275fc,38.54696012,-121.7705531,155,30434.14
44d8ab15-d89b-4dc1-9e61-71cfd58d4bce,38.52527446,-121.7627908,29,4151.43
5c34f10f-559d-4a52-b8c5-4f250851e6f2,38.67745827,-121.8024558,42,5531.09
41f81bd8-b36b-4874-bc75-8f22aef9b513,38.67732867,-121.7421665,138,9876.94
8cc45367-af84-4469-a4f8-fa528149ce91,38.54414903,-121.7500815,383,63643.9
8cc45367-af84-4469-a4f8-fa528149ce91,38.55100095,-121.7586197,396,65077.82
47e2e6a3-f70d-467d-a993-5cbd5b93b78e,38.57506147,-121.5579067,84,18397.11
2edb9e1f-1266-4edf-8c37-f380305275fc,38.53868549,-121.7375111,114,24785.96
57bce3af-8193-4fbc-9976-3db4b6cd4d9e,38.55481988,-121.6871694,76,19944.53
b22deccb-df2a-4aa1-8197-056fdb7524d1,38.58116755,-121.5247171,4,344.32
44d8ab15-d89b-4dc1-9e61-71cfd58d4bce,38.52751276,-121.7589619,30,4566.94
cc19e021-e809-41f6-b4ce-1d90add87a38,38.57913646,-121.5213369,158,25226.35
daa4a6c5-6c77-4dc4-89f6-4c20c59c2c6e,38.58206185,-121.513683,118,17444.66
8cc45367-af84-4469-a4f8-fa528149ce91,38.64044034,-121.7583343,448,75888.71
3a8d1076-986f-4a12-8b14-fa4ac0f2df5b,38.58856789,-121.5526665,124,8033.59
792cca05-f7f8-4f89-8daa-55dd46d675e3,38.66291119,-121.7581128,246,41663.82
5a628da4-35c5-4a0c-bc7a-0d56758184e4,38.59090193,-121.5042755,282,42437.48
1c8cfd2f-2a30-4949-8d90-627d668f3b46,38.53990993,-121.727446,94,25559.13
cc19e021-e809-41f6-b4ce-1d90add87a38,38.55756158,-121.7278326,62,4630.17
5a628da4-35c5-4a0c-bc7a-0d56758184e4,38.55159091,-121.6946066,168,21687.98
fee8130c-11d0-4ed4-aa80-204e57b33c5b,38.5317756,-121.746044,111,9253.65
b22deccb-df2a-4aa1-8197-056fdb7524d1,38.58179956,-121.5132815,206,13095.56
6c7fe86b-3458-4719-a607-f9282be4dcbc,38.57017196,-121.5143753,23,6606.36
ca11a79b-3c35-4f1b-be36-e90944f20cce,38.68180496,-121.9675093,77,22295.27
cc19e021-e809-41f6-b4ce-1d90add87a38,38.56032989,-121.6558092,129,13255.92
b22deccb-df2a-4aa1-8197-056fdb7524d1,38.59164823,-121.5485173,71,4483.48
2edb9e1f-1266-4edf-8c37-f380305275fc,38.57812778,-121.4959841,25,2783.7
792cca05-f7f8-4f89-8daa-55dd46d675e3,38.73653643,-122.1443345,15,493.59
cc19e021-e809-41f6-b4ce-1d90add87a38,38.57363389,-121.487213,192,30071.91
fee8130c-11d0-4ed4-aa80-204e57b33c5b,38.57567227,-121.495404,199,34047.74
792cca05-f7f8-4f89-8daa-55dd46d675e3,38.67773465,-121.8203364,201,33924.98
52e2bec4-816b-4797-9f8c-c13f69997c4e,38.66721108,-121.5396916,95,13935.17
7ae4d65b-ccea-4afe-80e6-83b8fe2bf30d,38.67432328,-121.7413576,78,11520.54
792cca05-f7f8-4f89-8daa-55dd46d675e3,38.66129717,-121.7657608,252,42494.08
52e2bec4-816b-4797-9f8c-c13f69997c4e,38.67740911,-121.7809762,222,42047.26
2edb9e1f-1266-4edf-8c37-f380305275fc,38.57913391,-121.5025647,30,3436.14
2edb9e1f-1266-4edf-8c37-f380305275fc,38.57649526,-121.4875063,6,953.57
41f81bd8-b36b-4874-bc75-8f22aef9b513,38.66281845,-121.7692696,193,17957.49
792cca05-f7f8-4f89-8daa-55dd46d675e3,38.69886833,-122.0209751,112,13868.06
792cca05-f7f8-4f89-8daa-55dd46d675e3,38.67785954,-121.8533455,194,31061.21
47e2e6a3-f70d-467d-a993-5cbd5b93b78e,38.54333035,-121.7497538,3,77.64
daa4a6c5-6c77-4dc4-89f6-4c20c59c2c6e,38.59082765,-121.564031,57,7267.9
fee8130c-11d0-4ed4-aa80-204e57b33c5b,38.52579034,-121.7679913,86,7109.72
5a628da4-35c5-4a0c-bc7a-0d56758184e4,38.54619098,-121.7458926,98,15981.65
b22deccb-df2a-4aa1-8197-056fdb7524d1,38.59084569,-121.5487918,68,4389.79
3a8d1076-986f-4a12-8b14-fa4ac0f2df5b,38.58199873,-121.5133413,226,16604.29
8cc45367-af84-4469-a4f8-fa528149ce91,38.5549845,-121.7077562,327,59214.67
2edb9e1f-1266-4edf-8c37-f380305275fc,38.57693554,-121.5284592,52,5880.55
b22deccb-df2a-4aa1-8197-056fdb7524d1,38.57798063,-121.4944397,221,15141.32
5c34f10f-559d-4a52-b8c5-4f250851e6f2,38.67887493,-121.7938619,54,6413.51
1ff5077a-353f-46f6-a144-6633479680fe,38.5757234,-121.4862031,7,1007.15
2edb9e1f-1266-4edf-8c37-f380305275fc,38.54775917,-121.7715373,158,30631.07
5a628da4-35c5-4a0c-bc7a-0d56758184e4,38.64104027,-121.7624968,14,2664.99
daa4a6c5-6c77-4dc4-89f6-4c20c59c2c6e,38.58885945,-121.5522583,26,4122.27
8cc45367-af84-4469-a4f8-fa528149ce91,38.6795136,-121.5911455,135,22255.25
cc19e021-e809-41f6-b4ce-1d90add87a38,38.5604397,-121.731004,54,4199.52
52e2bec4-816b-4797-9f8c-c13f69997c4e,38.60469629,-121.5069132,59,6420.95
7ae4d65b-ccea-4afe-80e6-83b8fe2bf30d,38.67888823,-121.7832561,5,1033.35
ca11a79b-3c35-4f1b-be36-e90944f20cce,38.66875483,-121.8737076,63,13997.79
5a628da4-35c5-4a0c-bc7a-0d56758184e4,38.56072152,-121.7588781,66,12564.64
41f81bd8-b36b-4874-bc75-8f22aef9b513,38.67887652,-121.7779686,168,14399.11
daa4a6c5-6c77-4dc4-89f6-4c20c59c2c6e,38.59133435,-121.5453509,66,9002.67
b22deccb-df2a-4aa1-8197-056fdb7524d1,38.59622367,-121.5262991,106,7301.51
daa4a6c5-6c77-4dc4-89f6-4c20c59c2c6e,38.58659646,-121.5663297,51,6655.05
5a628da4-35c5-4a0c-bc7a-0d56758184e4,38.55487339,-121.7587023,73,13225.68
b22deccb-df2a-4aa1-8197-056fdb7524d1,38.581594,-121.522116,1,79.96
b22deccb-df2a-4aa1-8197-056fdb7524d1,38.57587353,-121.4955592,217,14877.65
792cca05-f7f8-4f89-8daa-55dd46d675e3,38.67181737,-121.8983095,175,26842.65
8cc45367-af84-4469-a4f8-fa528149ce91,38.546295,-121.750831,385,63891.29
1ff5077a-353f-46f6-a144-6633479680fe,38.54193541,-121.7405952,99,24144.86
1c8cfd2f-2a30-4949-8d90-627d668f3b46,38.57616133,-121.5307636,26,6163.35
1c8cfd2f-2a30-4949-8d90-627d668f3b46,38.55051539,-121.6944387,63,20974.69
47e2e6a3-f70d-467d-a993-5cbd5b93b78e,38.57678005,-121.5274735,95,21072.06
1ff5077a-353f-46f6-a144-6633479680fe,38.57517562,-121.5539218,42,7289.74
8cc45367-af84-4469-a4f8-fa528149ce91,38.55890991,-121.6942121,300,57819.53
2edb9e1f-1266-4edf-8c37-f380305275fc,38.57190944,-121.4895838,11,1500.58
3a8d1076-986f-4a12-8b14-fa4ac0f2df5b,38.59179505,-121.5485015,104,7481.76
57bce3af-8193-4fbc-9976-3db4b6cd4d9e,38.58013333,-121.506319,28,3761.47
8cc45367-af84-4469-a4f8-fa528149ce91,38.6934504,-121.5897266,102,20441.66
5a628da4-35c5-4a0c-bc7a-0d56758184e4,38.67151425,-121.5874862,318,55827.13
5a628da4-35c5-4a0c-bc7a-0d56758184e4,38.67363549,-121.6607193,383,67282.33
6c7fe86b-3458-4719-a607-f9282be4dcbc,38.54880011,-121.7134502,44,24619.62
1ff5077a-353f-46f6-a144-6633479680fe,38.57800234,-121.4982419,18,2207.74
ca11a79b-3c35-4f1b-be36-e90944f20cce,38.71270889,-122.126011,178,39382.36
0a81a25b-f600-4a98-8fbe-3b8604f99f55,38.53503894,-121.5576049,32,3566.82
792cca05-f7f8-4f89-8daa-55dd46d675e3,38.67018767,-121.8864105,177,27891.15
7ae4d65b-ccea-4afe-80e6-83b8fe2bf30d,38.67702076,-121.74617,73,10999.72
5c34f10f-559d-4a52-b8c5-4f250851e6f2,38.662977,-121.770156,13,1063.64
52e2bec4-816b-4797-9f8c-c13f69997c4e,38.67735639,-121.7532448,148,32752.09
8cc45367-af84-4469-a4f8-fa528149ce91,38.5602321,-121.658407,282,53973.12
792cca05-f7f8-4f89-8daa-55dd46d675e3,38.70468609,-122.0865629,67,7686.1
8cc45367-af84-4469-a4f8-fa528149ce91,38.67370766,-121.5909958,69,18032.39
792cca05-f7f8-4f89-8daa-55dd46d675e3,38.66870752,-121.8761048,181,28800.3
8cc45367-af84-4469-a4f8-fa528149ce91,38.67726119,-121.7653092,14,2296.01
5a628da4-35c5-4a0c-bc7a-0d56758184e4,38.64121571,-121.7661725,10,2335.6
7ae4d65b-ccea-4afe-80e6-83b8fe2bf30d,38.67107398,-121.5734456,97,26112.57
52e2bec4-816b-4797-9f8c-c13f69997c4e,38.60333666,-121.5062145,58,6258.14
ca11a79b-3c35-4f1b-be36-e90944f20cce,38.66261875,-121.7655546,4,660.53
fee8130c-11d0-4ed4-aa80-204e57b33c5b,38.54807775,-121.7753089,50,4062.85
1c8cfd2f-2a30-4949-8d90-627d668f3b46,38.54773125,-121.7096871,79,23435.97
5c34f10f-559d-4a52-b8c5-4f250851e6f2,38.66708385,-121.7933687,23,3506.38
8cc45367-af84-4469-a4f8-fa528149ce91,38.56095557,-121.6533551,281,53526.86
57bce3af-8193-4fbc-9976-3db4b6cd4d9e,38.55895976,-121.6947323,85,21256.73
8cc45367-af84-4469-a4f8-fa528149ce91,38.5579927,-121.7036242,313,58657.86
fee8130c-11d0-4ed4-aa80-204e57b33c5b,38.54646053,-121.770544,61,4683.3
cc19e021-e809-41f6-b4ce-1d90add87a38,38.58115449,-121.5107891,164,26243.32
2edb9e1f-1266-4edf-8c37-f380305275fc,38.58054698,-121.4857471,3,477.99
3a8d1076-986f-4a12-8b14-fa4ac0f2df5b,38.5907222,-121.5491681,111,7624.84
41f81bd8-b36b-4874-bc75-8f22aef9b513,38.66994629,-121.7258066,66,5446.92
5a628da4-35c5-4a0c-bc7a-0d56758184e4,38.6706792,-121.5457664,311,52197.59
47e2e6a3-f70d-467d-a993-5cbd5b93b78e,38.54270345,-121.7443519,21,1266.55
57bce3af-8193-4fbc-9976-3db4b6cd4d9e,38.56188876,-121.717382,115,23906.39
fee8130c-11d0-4ed4-aa80-204e57b33c5b,38.5449074,-121.7282044,121,11392.69
47e2e6a3-f70d-467d-a993-5cbd5b93b78e,38.57262543,-121.4968185,123,24779.46
7ae4d65b-ccea-4afe-80e6-83b8fe2bf30d,38.65237094,-121.5314248,111,30948.78
57bce3af-8193-4fbc-9976-3db4b6cd4d9e,38.55782411,-121.7174034,121,24372.12
ca11a79b-3c35-4f1b-be36-e90944f20cce,38.6753579,-121.8025001,47,7283.9
fee8130c-11d0-4ed4-aa80-204e57b33c5b,38.58180029,-121.5159445,178,30447.62
cc19e021-e809-41f6-b4ce-1d90add87a38,38.58061846,-121.4949171,174,27933.14
fee8130c-11d0-4ed4-aa80-204e57b33c5b,38.54783517,-121.7707847,57,4523.33
57bce3af-8193-4fbc-9976-3db4b6cd4d9e,38.54661029,-121.7450693,165,29038.23
7ae4d65b-ccea-4afe-80e6-83b8fe2bf30d,38.5792465,-121.4954637,151,40082.82
7ae4d65b-ccea-4afe-80e6-83b8fe2bf30d,38.57578392,-121.4952517,168,41330.47
8cc45367-af84-4469-a4f8-fa528149ce91,38.58195578,-121.5131161,222,40784.13
57bce3af-8193-4fbc-9976-3db4b6cd4d9e,38.57807898,-121.4944463,18,2601.77
2edb9e1f-1266-4edf-8c37-f380305275fc,38.55379,-121.7834168,185,32121.22
ca11a79b-3c35-4f1b-be36-e90944f20cce,38.67217871,-121.9001848,68,16330.37
5a628da4-35c5-4a0c-bc7a-0d56758184e4,38.68332084,-121.5907947,327,57314.42
5c34f10f-559d-4a52-b8c5-4f250851e6f2,38.67753342,-121.8024166,43,5540.11
1ff5077a-353f-46f6-a144-6633479680fe,38.56284651,-121.6426638,65,15158.47
1c8cfd2f-2a30-4949-8d90-627d668f3b46,38.54877866,-121.6950181,70,22111.71
fee8130c-11d0-4ed4-aa80-204e57b33c5b,38.55051188,-121.7764711,41,3763.52
41f81bd8-b36b-4874-bc75-8f22aef9b513,38.6813185,-121.7561573,153,11507.87
ca11a79b-3c35-4f1b-be36-e90944f20cce,38.681983,-121.967099,89,23395.63
b22deccb-df2a-4aa1-8197-056fdb7524d1,38.58869995,-121.5522108,58,3986.83
b22deccb-df2a-4aa1-8197-056fdb7524d1,38.58128809,-121.5178439,246,17373.9
3a8d1076-986f-4a12-8b14-fa4ac0f2df5b,38.58955738,-121.5515283,132,8207.17
8cc45367-af84-4469-a4f8-fa528149ce91,38.54630201,-121.7459699,374,62752.15
8cc45367-af84-4469-a4f8-fa528149ce91,38.55805682,-121.7009681,311,58426.86
2edb9e1f-1266-4edf-8c37-f380305275fc,38.57576704,-121.4877656,7,1037.57
2edb9e1f-1266-4edf-8c37-f380305275fc,38.52876401,-121.7592141,128,27041.08
52e2bec4-816b-4797-9f8c-c13f69997c4e,38.67139758,-121.5674074,109,16482.16
57bce3af-8193-4fbc-9976-3db4b6cd4d9e,38.56089017,-121.7359687,144,26383.67
fee8130c-11d0-4ed4-aa80-204e57b33c5b,38.54766508,-121.7715833,55,4450.45
5a628da4-35c5-4a0c-bc7a-0d56758184e4,38.55785281,-121.7041203,149,20024.59
792cca05-f7f8-4f89-8daa-55dd46d675e3,38.67669053,-121.9316493,168,23899.91
1c8cfd2f-2a30-4949-8d90-627d668f3b46,38.54394934,-121.7447167,103,27359.32
5a628da4-35c5-4a0c-bc7a-0d56758184e4,38.62634125,-121.766037,29,4401.25
7ae4d65b-ccea-4afe-80e6-83b8fe2bf30d,38.66286107,-121.7752853,38,6537.13
52e2bec4-816b-4797-9f8c-c13f69997c4e,38.66299013,-121.7767229,179,36356.98
8cc45367-af84-4469-a4f8-fa528149ce91,38.66895674,-121.5426271,163,27804.36
3a8d1076-986f-4a12-8b14-fa4ac0f2df5b,38.59011193,-121.5126214,48,2920.33
fee8130c-11d0-4ed4-aa80-204e57b33c5b,38.57493503,-121.4973605,195,33307.49
5a628da4-35c5-4a0c-bc7a-0d56758184e4,38.55152212,-121.7204835,123,18336.86
2edb9e1f-1266-4edf-8c37-f380305275fc,38.55912894,-121.7861264,200,32968.71
3a8d1076-986f-4a12-8b14-fa4ac0f2df5b,38.58157207,-121.5266516,8,591.42
fee8130c-11d0-4ed4-aa80-204e57b33c5b,38.5548669,-121.7863289,24,2657.75
1c8cfd2f-2a30-4949-8d90-627d668f3b46,38.54815236,-121.7029815,75,22830.18
daa4a6c5-6c77-4dc4-89f6-4c20c59c2c6e,38.58231825,-121.5195156,128,18025.41
792cca05-f7f8-4f89-8daa-55dd46d675e3,38.70656504,-122.0684036,79,9297.67
cc19e021-e809-41f6-b4ce-1d90add87a38,38.55029983,-121.7418678,22,1612.67
2edb9e1f-1266-4edf-8c37-f380305275fc,38.5549331,-121.7862262,192,32416.93
8cc45367-af84-4469-a4f8-fa528149ce91,38.66467137,-121.765541,7,896.85
fee8130c-11d0-4ed4-aa80-204e57b33c5b,38.57486647,-121.5531552,163,27028.08
792cca05-f7f8-4f89-8daa-55dd46d675e3,38.68124492,-121.963695,158,21074.31
52e2bec4-816b-4797-9f8c-c13f69997c4e,38.6630291,-121.7815394,181,36774.92
52e2bec4-816b-4797-9f8c-c13f69997c4e,38.6743736,-121.740253,136,31496.94
b22deccb-df2a-4aa1-8197-056fdb7524d1,38.59631562,-121.5289836,102,7058.33
47e2e6a3-f70d-467d-a993-5cbd5b93b78e,38.57787582,-121.4944589,126,25400.06
0a81a25b-f600-4a98-8fbe-3b8604f99f55,38.54142798,-121.5717743,14,901.02
792cca05-f7f8-4f89-8daa-55dd46d675e3,38.70671882,-122.0774024,73,8514.01
ca11a79b-3c35-4f1b-be36-e90944f20cce,38.70397474,-122.0899252,162,35760.08
b22deccb-df2a-4aa1-8197-056fdb7524d1,38.57813671,-121.4944789,223,15159.54
ca11a79b-3c35-4f1b-be36-e90944f20cce,38.67763463,-121.7976604,34,6669.21
57bce3af-8193-4fbc-9976-3db4b6cd4d9e,38.57386136,-121.4961808,14,2107.58
8cc45367-af84-4469-a4f8-fa528149ce91,38.56800297,-121.7675257,419,67681.56
7ae4d65b-ccea-4afe-80e6-83b8fe2bf30d,38.67207311,-121.6091163,92,23010.45
5a628da4-35c5-4a0c-bc7a-0d56758184e4,38.57464241,-121.7678267,52,10153.18
0a81a25b-f600-4a98-8fbe-3b8604f99f55,38.58211192,-121.5145247,127,17143.68
57bce3af-8193-4fbc-9976-3db4b6cd4d9e,38.56072905,-121.7366341,145,26444.19
ca11a79b-3c35-4f1b-be36-e90944f20cce,38.70573706,-122.0616872,144,33250.13
cc19e021-e809-41f6-b4ce-1d90add87a38,38.56004393,-121.7089374,91,7310.42
1ff5077a-353f-46f6-a144-6633479680fe,38.54493749,-121.7288892,87,22925.5
5a628da4-35c5-4a0c-bc7a-0d56758184e4,38.54976277,-121.7238169,117,17975.47
3a8d1076-986f-4a12-8b14-fa4ac0f2df5b,38.57816062,-121.4945788,214,14813.71
3a8d1076-986f-4a12-8b14-fa4ac0f2df5b,38.58868515,-121.5139869,38,2658.77
5a628da4-35c5-4a0c-bc7a-0d56758184e4,38.67462072,-121.7410262,392,74258.84
daa4a6c5-6c77-4dc4-89f6-4c20c59c2c6e,38.57682441,-121.4992451,102,15005.73
